year,selling_price,km_driven,fuel,seller_type,owner,brand
15,2.95,21.0,Petrol,Dealer,Second Owner,Hyundai
12,20.5,66.363,Petrol,Dealer,Second Owner,Other
18,14.75,11.7,Petrol,Dealer,First Owner,Hyundai
17,11.0,10.0,Petrol,Individual,First Owner,Hyundai
14,44.0,100.0,Diesel,Individual,Second Owner,Mercedes-Benz
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,7.5,45.974,Diesel,Trustmark Dealer,First Owner,Maruti
15,7.6,55.34,Petrol,Trustmark Dealer,First Owner,Hyundai
17,8.5,20.0,Petrol,Dealer,Second Owner,Volkswagen
15,3.9,61.585,Diesel,Trustmark Dealer,First Owner,Renault
16,4.5,39.415,Petrol,Trustmark Dealer,Second Owner,Maruti
14,4.25,29.654,Petrol,Trustmark Dealer,First Owner,Honda
16,7.7,64.672,Diesel,Trustmark Dealer,First Owner,Maruti
15,11.5,54.634,Diesel,Trustmark Dealer,Second Owner,Hyundai
15,7.75,66.521,Petrol,Trustmark Dealer,First Owner,Honda
19,7.2,3.0,Petrol,Individual,First Owner,Hyundai
18,17.25,23.974,Diesel,Dealer,Second Owner,Toyota
18,5.39,10.0,Petrol,Individual,First Owner,Tata
17,4.2,50.0,Petrol,Individual,First Owner,Maruti
1,0.85,70.0,Petrol,Individual,Third Owner,Maruti
4,1.42,73.0,Petrol,Individual,Other,Other
14,1.8,76.0,Petrol,Individual,Second Owner,Hyundai
14,4.0,120.0,Diesel,Individual,Second Owner,Chevrolet
9,3.6,170.0,Diesel,Individual,Third Owner,Mahindra
3,0.85,110.0,Petrol,Individual,Second Owner,Hyundai
16,3.5,63.4,Petrol,Individual,First Owner,Honda
15,3.8,25.0,Petrol,Individual,First Owner,Datsun
9,1.4,80.0,Petrol,Individual,Third Owner,Hyundai
12,2.0,90.0,Petrol,Individual,First Owner,Maruti
11,1.5,157.0,Petrol,Individual,First Owner,Hyundai
12,1.5,80.0,Diesel,Individual,Second Owner,Tata
6,0.9,40.0,Petrol,Individual,Second Owner,Maruti
7,3.0,100.0,Diesel,Individual,Second Owner,Mahindra
17,2.8,50.0,Petrol,Individual,First Owner,Renault
11,2.0,40.0,Petrol,Individual,First Owner,Maruti
9,1.1,38.5,Petrol,Individual,Second Owner,Chevrolet
8,1.4,103.921,Petrol,Individual,Second Owner,Hyundai
20,10.5,10.0,Diesel,Individual,First Owner,Hyundai
18,11.5,14.825,Petrol,Dealer,First Owner,Honda
16,9.1,43.377,Diesel,Dealer,First Owner,Honda
10,1.6,102.307,Diesel,Dealer,First Owner,Ford
4,1.05,79.0,Petrol,Individual,Second Owner,Maruti
14,12.0,135.0,Diesel,Individual,Third Owner,Skoda
18,3.0,10.5,Petrol,Individual,First Owner,Renault
4,0.7,90.0,Petrol,Individual,Other,Maruti
12,1.6,110.0,Diesel,Individual,First Owner,Chevrolet
12,1.6,50.0,Diesel,Individual,First Owner,Chevrolet
13,2.25,80.0,Diesel,Individual,First Owner,Chevrolet
18,7.9,19.571,Diesel,Dealer,First Owner,Honda
2,1.45,100.0,Petrol,Individual,First Owner,Honda
18,12.0,29.6,Petrol,Dealer,First Owner,Honda
18,9.3,20.0,Diesel,Individual,First Owner,Ford
16,2.1,30.0,Petrol,Individual,First Owner,Hyundai
8,1.1,154.0,Diesel,Individual,Third Owner,Hyundai
11,1.75,70.0,Petrol,Individual,First Owner,Maruti
18,9.5,15.0,Diesel,Individual,First Owner,Maruti
17,6.5,40.0,Diesel,Individual,First Owner,Renault
19,5.5,51.0,Petrol,Individual,First Owner,Maruti
8,0.85,120.0,Petrol,Individual,Second Owner,Maruti
19,3.4,50.0,Petrol,Individual,First Owner,Maruti
17,8.25,13.5,Diesel,Individual,First Owner,Renault
16,5.09999,35.0,Petrol,Individual,First Owner,Toyota
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,38.0,10.0,Diesel,Dealer,First Owner,Mercedes-Benz
13,15.8,86.0,Diesel,Dealer,First Owner,Audi
19,49.5,30.0,Diesel,Dealer,First Owner,BMW
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
17,5.5,19.89,Petrol,Dealer,First Owner,Hyundai
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,6.25,11.918,Petrol,Trustmark Dealer,First Owner,Maruti
17,5.2,10.51,Petrol,Dealer,First Owner,Hyundai
16,2.39,41.0,Petrol,Dealer,First Owner,Chevrolet
17,26.0,47.162,Diesel,Trustmark Dealer,First Owner,Toyota
15,7.5,45.974,Diesel,Trustmark Dealer,First Owner,Maruti
12,2.29999,49.824,Petrol,Dealer,First Owner,Hyundai
13,13.0,58.5,Diesel,Dealer,First Owner,Audi
5,0.8,56.58,Petrol,Dealer,First Owner,Hyundai
12,3.85,52.0,Diesel,Dealer,First Owner,Skoda
15,7.6,55.34,Petrol,Trustmark Dealer,First Owner,Hyundai
17,6.0,46.507,Diesel,Trustmark Dealer,First Owner,Maruti
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,38.0,10.0,Diesel,Dealer,First Owner,Mercedes-Benz
13,15.8,86.0,Diesel,Dealer,First Owner,Audi
19,49.5,30.0,Diesel,Dealer,First Owner,BMW
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
17,5.5,19.89,Petrol,Dealer,First Owner,Hyundai
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,6.25,11.918,Petrol,Trustmark Dealer,First Owner,Maruti
17,5.2,10.51,Petrol,Dealer,First Owner,Hyundai
16,2.39,41.0,Petrol,Dealer,First Owner,Chevrolet
17,26.0,47.162,Diesel,Trustmark Dealer,First Owner,Toyota
15,7.5,45.974,Diesel,Trustmark Dealer,First Owner,Maruti
12,2.29999,49.824,Petrol,Dealer,First Owner,Hyundai
13,13.0,58.5,Diesel,Dealer,First Owner,Audi
5,0.8,56.58,Petrol,Dealer,First Owner,Hyundai
12,3.85,52.0,Diesel,Dealer,First Owner,Skoda
15,7.6,55.34,Petrol,Trustmark Dealer,First Owner,Hyundai
17,6.0,46.507,Diesel,Trustmark Dealer,First Owner,Maruti
17,6.5,70.0,Diesel,Individual,First Owner,Maruti
11,1.4,60.0,Petrol,Individual,Second Owner,Chevrolet
11,1.5,70.0,Petrol,Individual,First Owner,Maruti
18,4.5,10.0,Petrol,Individual,Second Owner,Datsun
6,1.7,245.244,Diesel,Individual,Other,Hyundai
17,4.0,60.0,Petrol,Individual,First Owner,Renault
16,3.0,30.0,Petrol,Individual,First Owner,Tata
12,2.5,8.0,Petrol,Individual,First Owner,Maruti
19,5.0,10.0,Petrol,Individual,First Owner,Tata
2,0.85,100.0,Diesel,Individual,Third Owner,Hyundai
12,3.0,110.0,Diesel,Individual,First Owner,Nissan
5,0.8,56.58,Petrol,Dealer,First Owner,Hyundai
15,7.4,45.0,Diesel,Dealer,First Owner,Mahindra
5,0.7,68.5,Petrol,Dealer,First Owner,Hyundai
19,4.84999,5.007,Petrol,Dealer,First Owner,Hyundai
13,1.64,30.0,Petrol,Individual,First Owner,Nissan
8,1.4,70.0,Petrol,Individual,First Owner,Honda
11,9.99,49.6,Diesel,Dealer,First Owner,Mercedes-Benz
5,0.56,23.0,Petrol,Individual,Second Owner,Maruti
6,10.5,30.0,Diesel,Dealer,First Owner,BMW
10,1.9,38.0,Petrol,Dealer,First Owner,Hyundai
18,38.99,22.0,Diesel,Dealer,First Owner,Audi
11,2.35,43.1,Petrol,Dealer,First Owner,Hyundai
17,3.5,10.171,Petrol,Dealer,First Owner,Datsun
15,4.65,41.123,Diesel,Dealer,First Owner,Renault
17,19.0,20.118,Petrol,Dealer,First Owner,Toyota
14,4.5,40.0,Diesel,Dealer,First Owner,Honda
15,7.9,52.517,Diesel,Dealer,First Owner,Volkswagen
19,9.0,20.0,Diesel,Individual,First Owner,Mahindra
14,4.5,99.117,Diesel,Dealer,First Owner,Ford
9,1.35,90.0,Petrol,Individual,First Owner,Chevrolet
19,4.25,3.7,Petrol,Individual,First Owner,Maruti
10,1.0,80.0,Diesel,Individual,First Owner,Tata
15,6.5,100.0,Diesel,Individual,Second Owner,Ford
11,0.9,54.0,Diesel,Individual,First Owner,Tata
17,2.5,19.0,Petrol,Individual,First Owner,Hyundai
14,3.0,120.0,Diesel,Individual,First Owner,Maruti
14,2.75,30.0,Petrol,Individual,First Owner,Maruti
17,6.0,43.5,Petrol,Individual,First Owner,Honda
16,2.7,60.0,Petrol,Individual,Second Owner,Renault
16,2.4,70.0,Petrol,Individual,Second Owner,Renault
14,12.0,135.0,Diesel,Individual,Third Owner,Skoda
12,1.6,50.0,Diesel,Individual,First Owner,Chevrolet
18,7.9,19.571,Diesel,Dealer,First Owner,Honda
18,12.0,29.6,Petrol,Dealer,First Owner,Honda
11,1.75,70.0,Petrol,Individual,First Owner,Maruti
18,9.5,15.0,Diesel,Individual,First Owner,Maruti
19,3.4,50.0,Petrol,Individual,First Owner,Maruti
17,8.25,13.5,Diesel,Individual,First Owner,Renault
18,31.0,22.0,Petrol,Individual,First Owner,Audi
18,7.8,25.0,Diesel,Dealer,First Owner,Honda
10,3.5,80.0,Petrol,Individual,Third Owner,Toyota
18,6.9,39.0,Petrol,Dealer,First Owner,Honda
16,2.45,60.0,Petrol,Individual,First Owner,Maruti
18,7.9,49.0,Diesel,Dealer,First Owner,Honda
18,6.8,48.6,Petrol,Dealer,First Owner,Honda
17,5.4,20.0,Petrol,Individual,Second Owner,Hyundai
16,4.25,25.0,Petrol,Individual,First Owner,Mahindra
8,1.4,120.0,Petrol,Individual,First Owner,Maruti
19,11.0,30.0,Diesel,Individual,First Owner,Maruti
15,7.15,35.0,Diesel,Individual,First Owner,Renault
13,3.7,90.0,Petrol,Individual,First Owner,Maruti
7,1.75,80.0,Diesel,Individual,Second Owner,Hyundai
-2,10.0,35.0,Petrol,Individual,Second Owner,Mercedes-Benz
13,0.928,25.0,Petrol,Individual,Second Owner,Maruti
14,2.91,90.0,Diesel,Individual,First Owner,Tata
13,0.928,25.0,Petrol,Individual,Second Owner,Maruti
16,3.5,20.0,Petrol,Individual,First Owner,Renault
-2,0.65,60.0,Petrol,Dealer,Third Owner,Maruti
15,6.5,58.0,Diesel,Individual,First Owner,Maruti
14,3.5,40.0,Petrol,Dealer,First Owner,Maruti
5,0.75,70.0,Petrol,Individual,Second Owner,Maruti
12,4.4,70.0,Diesel,Dealer,First Owner,Hyundai
13,2.7,60.0,Petrol,Individual,First Owner,Hyundai
14,11.5,135.0,Diesel,Dealer,First Owner,Toyota
15,2.38,70.0,Petrol,Dealer,First Owner,Maruti
13,11.0,40.0,Petrol,Individual,Second Owner,Mercedes-Benz
15,12.0,75.0,Diesel,Dealer,Second Owner,Mahindra
10,2.6,150.0,Diesel,Individual,First Owner,Skoda
12,3.5,140.0,Diesel,Individual,Third Owner,Toyota
15,4.8,70.0,Diesel,Individual,First Owner,Toyota
12,3.45,137.25,Diesel,Individual,Second Owner,Toyota
13,5.0,110.0,Diesel,Individual,Second Owner,Mahindra
17,5.95,27.0,Petrol,Dealer,First Owner,Hyundai
19,12.95,9.0,Diesel,Dealer,First Owner,Hyundai
19,13.5,5.4,Diesel,Dealer,Other,Volkswagen
20,5.41,1.0,Petrol,Dealer,Other,Renault
18,5.15,16.0,Petrol,Dealer,First Owner,Hyundai
19,8.94999,13.0,Diesel,Dealer,Other,Ford
12,3.25,47.0,Diesel,Dealer,First Owner,Renault
18,9.25,22.0,Petrol,Individual,First Owner,Maruti
17,8.44999,30.0,Petrol,Individual,First Owner,Nissan
18,9.25,20.0,Petrol,Individual,First Owner,Maruti
13,3.0,60.0,Diesel,Individual,First Owner,Tata
8,6.5,75.0,Petrol,Individual,Second Owner,Toyota
10,1.75,64.0,Petrol,Dealer,First Owner,Maruti
15,3.25,80.0,Diesel,Individual,First Owner,Maruti
17,6.0,90.0,Diesel,Individual,First Owner,Renault
18,7.0,30.0,Petrol,Individual,First Owner,Maruti
3,0.95,120.0,Petrol,Individual,Second Owner,Toyota
19,4.9,20.0,Petrol,Dealer,First Owner,Maruti
13,3.8,100.0,Diesel,Individual,First Owner,Tata
18,5.5,31.0,Petrol,Dealer,First Owner,Hyundai
13,2.25,47.0,Petrol,Dealer,First Owner,Maruti
18,5.7,11.2,Petrol,Individual,First Owner,Tata
18,3.05,35.0,Petrol,Dealer,First Owner,Maruti
10,2.4,50.0,Other,Dealer,First Owner,Maruti
15,7.0,55.0,Diesel,Dealer,First Owner,Maruti
18,2.88,20.0,Petrol,Dealer,First Owner,Maruti
17,8.0,75.0,Diesel,Dealer,First Owner,Mahindra
17,4.3,93.0,Petrol,Dealer,First Owner,Maruti
9,1.95,57.0,Diesel,Dealer,Second Owner,Chevrolet
14,3.25,30.0,Petrol,Dealer,First Owner,Maruti
13,4.5,73.0,Diesel,Dealer,First Owner,Renault
16,6.3,65.0,Diesel,Dealer,First Owner,Maruti
9,2.5,62.0,Petrol,Dealer,Second Owner,Maruti
7,1.35,85.0,Petrol,Dealer,First Owner,Hyundai
10,1.1,73.0,Petrol,Individual,First Owner,Chevrolet
12,3.5,55.0,Diesel,Dealer,First Owner,Maruti
16,2.4,5.8,Petrol,Individual,Second Owner,Maruti
9,3.5,350.0,Diesel,Individual,First Owner,Toyota
18,6.0,30.0,Petrol,Individual,First Owner,Maruti
18,7.5,20.0,Diesel,Individual,First Owner,Maruti
18,2.7,20.0,Petrol,Individual,First Owner,Hyundai
7,0.9,100.0,Petrol,Individual,Second Owner,Maruti
13,3.5,65.0,Petrol,Individual,First Owner,Maruti
13,2.85,90.0,Diesel,Individual,Second Owner,Ford
11,6.65,267.0,Diesel,Individual,Second Owner,Toyota
5,1.75,250.0,Diesel,Individual,Second Owner,Mahindra
11,3.5,140.0,Diesel,Individual,Second Owner,Mahindra
18,12.25,22.0,Petrol,Dealer,First Owner,Honda
10,2.85,60.0,Petrol,Dealer,Second Owner,Honda
18,10.0,28.635,Petrol,Dealer,First Owner,Honda
18,7.8,32.114,Diesel,Dealer,First Owner,Honda
14,3.0,82.0,Petrol,Dealer,Second Owner,Maruti
6,1.6,95.149,Petrol,Dealer,Second Owner,Maruti
18,6.25,68.458,Petrol,Dealer,First Owner,Honda
10,2.65,42.0,Petrol,Individual,First Owner,Maruti
14,5.15,90.0,Diesel,Individual,Second Owner,Honda
16,2.1,30.0,Petrol,Individual,First Owner,Hyundai
9,1.4,80.0,Petrol,Individual,Second Owner,Maruti
15,9.4,128.0,Diesel,Individual,First Owner,Toyota
13,7.5,80.0,Diesel,Individual,First Owner,Nissan
16,6.1,100.0,Diesel,Individual,First Owner,Maruti
15,4.5,50.0,Diesel,Individual,First Owner,Nissan
12,4.09999,56.0,Diesel,Individual,First Owner,Toyota
18,1.0,21.302,Petrol,Individual,First Owner,Hyundai
16,6.5,100.0,Diesel,Individual,First Owner,Hyundai
17,6.5,80.0,Diesel,Individual,First Owner,Mahindra
10,1.5,105.546,Petrol,Individual,First Owner,Hyundai
18,5.0,10.0,Petrol,Individual,First Owner,Toyota
12,10.0,80.0,Diesel,Individual,Second Owner,Toyota
13,3.4,35.0,Petrol,Individual,First Owner,Hyundai
19,8.0,11.24,Petrol,Individual,First Owner,Hyundai
13,10.1,120.0,Diesel,Individual,First Owner,Toyota
11,3.5,120.0,Diesel,Individual,Third Owner,Toyota
16,5.95,70.0,Diesel,Individual,First Owner,Maruti
14,7.0,130.0,Diesel,Individual,Third Owner,Mahindra
19,2.65,40.0,Petrol,Individual,First Owner,Renault
15,3.2,60.0,Petrol,Individual,Second Owner,Maruti
11,3.1,110.0,Petrol,Individual,First Owner,Honda
14,7.0,130.0,Diesel,Individual,First Owner,Honda
9,1.3,80.0,Petrol,Individual,Second Owner,Maruti
9,1.5,120.0,Diesel,Individual,Second Owner,Maruti
15,3.0,104.0,Diesel,Individual,Second Owner,Honda
11,1.5,100.0,Petrol,Individual,Second Owner,Maruti
3,1.2,132.343,Petrol,Individual,Second Owner,Honda
16,9.5,90.0,Diesel,Individual,Second Owner,Hyundai
7,1.0,60.0,Petrol,Individual,Second Owner,Maruti
15,4.5,76.0,Diesel,Individual,First Owner,Honda
4,0.3,60.0,Petrol,Individual,Third Owner,Maruti
9,2.0,30.0,Petrol,Individual,Second Owner,Mahindra
10,2.5,96.0,Diesel,Individual,Second Owner,Tata
18,13.0,10.0,Diesel,Individual,First Owner,Mahindra
17,4.25,36.0,Diesel,Dealer,First Owner,Toyota
17,5.5,12.997,Diesel,Dealer,First Owner,Honda
17,5.0,40.0,Petrol,Individual,First Owner,Maruti
18,11.5,26.43,Diesel,Dealer,First Owner,Hyundai
15,4.75,24.6,Petrol,Dealer,First Owner,Maruti
11,2.6,28.481,Petrol,Dealer,First Owner,Maruti
13,3.5,100.0,Petrol,Individual,First Owner,Ford
13,7.5,41.988,Diesel,Dealer,First Owner,Mahindra
9,1.8,30.375,Petrol,Dealer,First Owner,Maruti
17,3.5,7.658,Petrol,Dealer,First Owner,Renault
17,6.11,34.4,Diesel,Dealer,First Owner,Maruti
17,3.25,18.5,Petrol,Dealer,First Owner,Renault
15,2.8,26.134,Petrol,Dealer,First Owner,Maruti
14,3.0,28.942,Petrol,Dealer,First Owner,Maruti
12,7.11,53.6,Diesel,Dealer,First Owner,Mahindra
15,8.51,53.652,Diesel,Dealer,First Owner,Toyota
11,2.6,52.895,Diesel,Dealer,First Owner,Maruti
13,5.5,42.324,Diesel,Dealer,Second Owner,Hyundai
16,10.44999,65.0,Diesel,Dealer,First Owner,Mahindra
12,5.5,60.236,Diesel,Dealer,First Owner,Mahindra
14,2.1,70.0,Petrol,Individual,Second Owner,Maruti
14,2.1,70.0,Petrol,Individual,Third Owner,Maruti
9,2.9,100.0,Diesel,Individual,Second Owner,Mahindra
8,2.50999,110.0,Diesel,Individual,First Owner,Fiat
19,6.0,10.3,Petrol,Individual,First Owner,Renault
14,2.7,120.0,Diesel,Individual,Second Owner,Fiat
12,5.5,142.0,Diesel,Individual,First Owner,Tata
17,8.0,25.0,Diesel,Individual,First Owner,Mahindra
20,5.0,5.0,Petrol,Individual,First Owner,Tata
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
16,3.96,28.643,Petrol,Dealer,First Owner,Hyundai
14,6.0,50.0,Diesel,Individual,First Owner,Honda
19,5.75,30.0,Petrol,Dealer,First Owner,Maruti
20,5.2,5.0,Petrol,Individual,First Owner,Hyundai
18,14.0,30.0,Diesel,Individual,First Owner,Mahindra
18,6.0,7.6,Petrol,Individual,First Owner,Maruti
13,1.95,47.253,Diesel,Dealer,First Owner,Chevrolet
15,2.81,4.432,Petrol,Dealer,Second Owner,Maruti
10,0.75,110.0,Petrol,Individual,Second Owner,Tata
14,4.0,25.0,Petrol,Individual,First Owner,Hyundai
9,0.93,70.0,Diesel,Individual,Second Owner,Tata
16,5.6,68.523,Petrol,Dealer,First Owner,Hyundai
19,4.0,5.0,Petrol,Individual,First Owner,Hyundai
18,4.59999,40.0,Petrol,Individual,First Owner,Tata
17,4.5,43.0,Diesel,Individual,First Owner,Hyundai
10,0.88,80.251,Other,Dealer,Second Owner,Maruti
10,2.5,34.5,Petrol,Individual,Second Owner,Hyundai
0,0.22,42.743,Petrol,Dealer,Third Owner,Ford
13,1.3,93.9,Diesel,Individual,Second Owner,Chevrolet
4,0.79,80.0,Petrol,Individual,First Owner,Maruti
12,1.2,110.0,Diesel,Individual,First Owner,Chevrolet
11,17.0,100.0,Diesel,Individual,Second Owner,BMW
12,3.0,25.0,Diesel,Individual,First Owner,Chevrolet
12,3.0,25.0,Diesel,Individual,First Owner,Chevrolet
9,1.45,25.0,Petrol,Individual,First Owner,Maruti
19,32.0,20.0,Diesel,Individual,First Owner,Ford
13,2.4,10.0,Petrol,Individual,First Owner,Chevrolet
18,7.0,30.0,Diesel,Individual,First Owner,Honda
10,1.45,110.0,Petrol,Individual,Second Owner,Hyundai
14,5.35,80.0,Diesel,Individual,Second Owner,Maruti
16,4.2,21.0,Petrol,Individual,First Owner,Mahindra
16,3.5,20.0,Petrol,Individual,First Owner,Maruti
15,5.5,32.0,Diesel,Individual,First Owner,Maruti
7,7.5,180.0,Diesel,Individual,First Owner,Other
12,1.98,70.0,Diesel,Individual,Second Owner,Tata
13,4.2,50.0,Diesel,Individual,First Owner,Hyundai
13,4.2,50.0,Diesel,Individual,First Owner,Hyundai
4,1.95,120.0,Diesel,Individual,First Owner,Ford
12,1.5,55.766,Petrol,Individual,Second Owner,Hyundai
11,2.75,40.0,Petrol,Individual,Second Owner,Nissan
1,0.65,60.0,Petrol,Individual,Third Owner,Maruti
8,2.0,50.0,Petrol,Individual,First Owner,Maruti
10,2.5,110.0,Diesel,Individual,Second Owner,Maruti
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,5.9,26.35,Diesel,Dealer,First Owner,Maruti
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
15,2.25,68.745,Diesel,Dealer,First Owner,Tata
6,1.65,132.0,Petrol,Individual,First Owner,Maruti
19,8.6,35.0,Diesel,Individual,First Owner,Mahindra
16,9.0,47.0,Diesel,Individual,First Owner,Mahindra
13,1.82,100.0,Diesel,Individual,First Owner,Tata
10,1.0,80.0,Diesel,Individual,First Owner,Tata
6,1.0,40.0,Petrol,Individual,Second Owner,Hyundai
17,3.75,27.289,Petrol,Dealer,First Owner,Maruti
18,5.25,10.98,Petrol,Dealer,First Owner,Tata
16,3.2,24.662,Petrol,Dealer,First Owner,Hyundai
13,5.25,37.0,Diesel,Dealer,First Owner,Maruti
14,6.5,28.245,Diesel,Dealer,First Owner,Nissan
17,5.75,27.005,Diesel,Dealer,First Owner,Hyundai
14,3.55,39.227,Petrol,Dealer,First Owner,Hyundai
16,4.7,31.367,Diesel,Dealer,First Owner,Mahindra
8,2.21,35.008,Petrol,Dealer,First Owner,Maruti
9,1.95,27.005,Petrol,Dealer,First Owner,Hyundai
1,0.85,86.0,Petrol,Individual,Second Owner,Maruti
13,4.0,50.0,Diesel,Individual,First Owner,Maruti
17,6.5,20.0,Diesel,Individual,First Owner,Maruti
10,4.0,50.0,Petrol,Individual,First Owner,Hyundai
12,2.95,80.0,Diesel,Individual,Second Owner,Tata
6,0.6,135.0,Other,Individual,Other,Maruti
3,1.1,120.0,Diesel,Individual,Third Owner,Maruti
15,5.5,113.6,Diesel,Individual,First Owner,Fiat
8,1.9,70.0,Petrol,Individual,Third Owner,Hyundai
18,8.61999,20.0,Diesel,Dealer,First Owner,Ford
18,7.82,14.0,Petrol,Dealer,First Owner,Ford
18,8.36,26.0,Diesel,Dealer,First Owner,Ford
16,6.96,138.925,Petrol,Dealer,First Owner,Honda
16,5.96,121.764,Diesel,Dealer,First Owner,Honda
16,6.12,105.429,Petrol,Dealer,First Owner,Honda
15,1.14999,35.0,Petrol,Individual,First Owner,Maruti
17,3.4,60.0,Diesel,Individual,First Owner,Tata
20,5.5,5.0,Petrol,Individual,First Owner,Maruti
8,1.14999,70.0,Petrol,Individual,Third Owner,Chevrolet
0,1.05,80.0,Petrol,Individual,First Owner,Maruti
19,8.9,20.0,Diesel,Individual,First Owner,Maruti
19,7.15,8.0,Petrol,Individual,First Owner,Tata
14,5.25,54.0,Petrol,Dealer,Second Owner,Hyundai
12,7.35,55.3,Diesel,Dealer,First Owner,Volkswagen
16,4.95,11.958,Petrol,Dealer,First Owner,Honda
17,10.25,9.0,Petrol,Dealer,First Owner,Hyundai
15,7.5,70.0,Diesel,Individual,First Owner,Mahindra
13,6.0,120.0,Diesel,Individual,First Owner,Renault
14,4.75,23.122,Petrol,Dealer,Second Owner,Hyundai
7,0.8,58.0,Petrol,Dealer,Second Owner,Hyundai
13,3.25,62.2,Diesel,Dealer,First Owner,Mahindra
14,14.7,34.0,Diesel,Dealer,Second Owner,Audi
15,3.5,53.0,Diesel,Individual,Second Owner,Fiat
13,28.0,49.0,Diesel,Dealer,First Owner,Audi
17,2.1,15.0,Petrol,Dealer,Second Owner,Datsun
12,3.49,44.5,Diesel,Dealer,Second Owner,Chevrolet
13,4.5,50.0,Petrol,Individual,First Owner,Volkswagen
13,11.5,53.0,Diesel,Dealer,First Owner,Audi
9,2.1,63.5,Petrol,Dealer,First Owner,Honda
18,45.0,9.8,Petrol,Dealer,First Owner,Mercedes-Benz
17,8.25,13.599,Petrol,Dealer,First Owner,Volkswagen
17,27.5,13.0,Diesel,Individual,First Owner,BMW
12,1.6,110.0,Diesel,Individual,First Owner,Chevrolet
14,5.5,100.0,Diesel,Individual,Second Owner,Mahindra
6,0.95,110.0,Petrol,Individual,Third Owner,Maruti
14,7.25,90.0,Diesel,Individual,Second Owner,Toyota
19,6.7,17.0,Petrol,Individual,First Owner,Tata
8,0.65,140.0,Petrol,Individual,First Owner,Maruti
15,5.0,50.0,Diesel,Individual,Second Owner,Mahindra
17,6.0,53.0,Petrol,Individual,First Owner,Mahindra
17,3.5,70.0,Petrol,Individual,Second Owner,Maruti
12,2.0,70.0,Diesel,Individual,Second Owner,Chevrolet
8,1.1,154.0,Diesel,Individual,Third Owner,Hyundai
12,1.5,80.0,Petrol,Individual,First Owner,Hyundai
3,0.75,110.0,Diesel,Individual,Second Owner,Maruti
13,3.5,90.0,Diesel,Individual,Second Owner,Honda
18,17.0,15.0,Diesel,Individual,First Owner,Toyota
11,8.9,86.0,Diesel,Individual,Second Owner,BMW
14,5.0,120.0,Diesel,Individual,First Owner,Mahindra
19,6.0,5.2,Petrol,Individual,First Owner,Hyundai
10,0.99,60.0,Petrol,Individual,Second Owner,Chevrolet
11,2.35,46.0,Petrol,Individual,First Owner,Hyundai
6,0.75,40.0,Petrol,Individual,Second Owner,Tata
14,6.0,90.0,Diesel,Individual,Second Owner,Honda
19,10.0,25.0,Diesel,Individual,Second Owner,Hyundai
12,3.9,90.0,Diesel,Individual,First Owner,Hyundai
15,6.0,70.0,Diesel,Individual,First Owner,Volkswagen
17,6.0,70.0,Petrol,Individual,Second Owner,Hyundai
19,7.3,35.0,Diesel,Individual,Second Owner,Hyundai
17,4.5,12.7,Petrol,Individual,First Owner,Hyundai
11,2.5,80.0,Diesel,Individual,First Owner,Maruti
18,14.0,20.0,Diesel,Individual,First Owner,Mahindra
18,3.0,20.0,Petrol,Individual,First Owner,Renault
17,8.0,19.0,Petrol,Individual,First Owner,Ford
9,1.25,95.0,Diesel,Individual,Second Owner,Fiat
19,26.0,9.5,Diesel,Individual,First Owner,BMW
12,3.0,50.0,Petrol,Individual,First Owner,Skoda
12,2.95,90.0,Diesel,Individual,First Owner,Volkswagen
13,6.5,45.839,Petrol,Dealer,First Owner,Ford
10,2.0,74.51,Petrol,Dealer,First Owner,Chevrolet
9,1.3,87.293,Petrol,Dealer,First Owner,Chevrolet
12,2.5,156.04,Diesel,Dealer,First Owner,Ford
4,4.0,93.415,Diesel,Dealer,First Owner,Ford
17,4.3,101.159,Petrol,Dealer,First Owner,Ford
15,1.7,80.0,Petrol,Individual,Second Owner,Hyundai
19,4.5,12.0,Petrol,Individual,First Owner,Tata
13,3.5,90.0,Petrol,Individual,First Owner,Maruti
11,1.3,68.519,Petrol,Dealer,First Owner,Chevrolet
12,1.8,55.13,Diesel,Dealer,First Owner,Chevrolet
14,4.75,65.239,Petrol,Dealer,First Owner,Ford
15,4.7,58.182,Petrol,Dealer,First Owner,Volkswagen
12,2.0,91.245,Diesel,Dealer,First Owner,Ford
13,6.5,102.989,Diesel,Dealer,First Owner,Mahindra
10,4.0,50.0,Petrol,Individual,First Owner,Honda
0,1.0,120.0,Petrol,Individual,First Owner,Maruti
14,4.09999,90.0,Diesel,Individual,First Owner,Maruti
18,6.4,25.0,Diesel,Individual,First Owner,Maruti
